OBJECTID,ROUNDID,MISSIONID,REGION_NAME,ISLAND,SITE,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,SITEVISITID,DATE_,OBS_YEAR,DIVER,REPLICATEID,REP,METHOD,PHOTOGRAPHER,TRAINING_YN,DEPTH,SURVEY_RADIUS_M,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,TUNICATE,ZOANTHID,CORALLIMORPH,CLAM,CYANO,SPONGE,OTHER,OTHER_TYPE,HABITAT_CODE,HABITAT_TYPE,CURRENT_STRENGTH,VISIBILITY,MIN_DEPTH,MAX_DEPTH,SUBSTRATE_HEIGHT_0,SUBSTRATE_HEIGHT_20,SUBSTRATE_HEIGHT_50,SUBSTRATE_HEIGHT_100,SUBSTRATE_HEIGHT_150,MAX_HEIGHT,URCHIN_DACOR,BORING_URCHIN_DACOR,SPECIES,TAXONNAME,COMMONNAME,COMMONFAMILYALL,FAMILY,SCIENTIFIC_NAME,RANK,TROPHIC,TROPHIC_MONREP,LW_A,LW_B,LMAX,LENGTH_CONVERSION_FACTOR,COUNT,SIZE_,OBS_TYPE,OBS_DESC
2287336,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,PSTE,Pseudocheilinus tetrataenia,Four-lined wrasse,Wrasse,Labridae,Pseudocheilinus tetrataenia,Species,MI,SECONDARY,0.0138,3.1563,8,1,3,6,I,Instantaneous
2287337,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,GOVA,Gomphosus varius,Bird wrasse,Wrasse,Labridae,Gomphosus varius,Species,MI,SECONDARY,0.02437,2.70269,32,1,2,10,I,Instantaneous
2287338,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,HABI,Halichoeres biocellatus,Red-lined wrasse,Wrasse,Labridae,Halichoeres biocellatus,Species,MI,SECONDARY,0.0148,3,12,1,2,8,I,Instantaneous
2287339,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,HABI,Halichoeres biocellatus,Red-lined wrasse,Wrasse,Labridae,Halichoeres biocellatus,Species,MI,SECONDARY,0.0148,3,12,1,2,6,I,Instantaneous
2287340,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,LADI,Labroides dimidiatus,Bluestreak cleaner wrasse,Wrasse,Labridae,Labroides dimidiatus,Species,MI,SECONDARY,0.00585,3.23093,12,1,1,9,I,Instantaneous
2287341,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,OXUN,Oxycheilinus unifasciatus,Ringtail maori wrasse,Wrasse,Labridae,Oxycheilinus unifasciatus,Species,Pisc,PISCIVORE,0.01689,3,46,1,1,15,I,Instantaneous
2287342,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,THQU,Thalassoma quinquevittatum,Fivestripe wrasse,Wrasse,Labridae,Thalassoma quinquevittatum,Species,MI,SECONDARY,0.0139,3,17,1,3,9,I,Instantaneous
2287343,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,THLU,Thalassoma lutescens,Yellow-brown wrasse,Wrasse,Labridae,Thalassoma lutescens,Species,MI,SECONDARY,0.013,3.04186,25,0.89,2,9,I,Instantaneous
2287344,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,THLU,Thalassoma lutescens,Yellow-brown wrasse,Wrasse,Labridae,Thalassoma lutescens,Species,MI,SECONDARY,0.013,3.04186,25,0.89,1,16,I,Instantaneous
2287345,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,HABI,Halichoeres biocellatus,Red-lined wrasse,Wrasse,Labridae,Halichoeres biocellatus,Species,MI,SECONDARY,0.0148,3,12,1,1,2,I,Instantaneous
2287346,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,PSOC,Pseudocheilinus octotaenia,Eight-lined wrasse,Wrasse,Labridae,Pseudocheilinus octotaenia,Species,MI,SECONDARY,0.0138,3.1563,14,1,6,6,I,Instantaneous
2287347,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,COAY,Coris aygula,Clown coris,Wrasse,Labridae,Coris aygula,Species,MI,SECONDARY,0.00266,3.48857,120,1,1,31,N,Non-Instantaneous
2287348,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CELO,Centropyge loricula,Flame angel,Angelfish,Pomacanthidae,Centropyge loricula,Species,H,PRIMARY,0.0314,2.7995,10,1,2,5,I,Instantaneous
2287349,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,LARU,Labroides rubrolabiatus,Redlip cleaner wrasse,Wrasse,Labridae,Labroides rubrolabiatus,Species,MI,SECONDARY,0.0058,3.171,9,1,6,5,I,Instantaneous
2287350,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CELO,Centropyge loricula,Flame angel,Angelfish,Pomacanthidae,Centropyge loricula,Species,H,PRIMARY,0.0314,2.7995,10,1,2,4,I,Instantaneous
2287351,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CHAG,Chromis agilis,Agile chromis,Damselfish,Pomacentridae,Chromis agilis,Species,Pk,PLANKTIVORE,0.0035,3,11,1,15,5,I,Instantaneous
2287352,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,PLJO,Plectroglyphidodon johnstonianus,Johnston Island damsel,Damselfish,Pomacentridae,Plectroglyphidodon johnstonianus,Species,Cor,SECONDARY,0.0612,2.635,12,1,3,4,I,Instantaneous
2287353,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CHAC,Chromis acares,Midget chromis,Damselfish,Pomacentridae,Chromis acares,Species,Pk,PLANKTIVORE,0.0258,3,6,1,5,3,I,Instantaneous
2287354,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,STFA,Stegastes fasciolatus,Pacific gregory,Damselfish,Pomacentridae,Stegastes fasciolatus,Species,H,PRIMARY,0.0349,2.9109,16,1,5,5,I,Instantaneous
2287355,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,SATI,Sargocentron tiere,Blue lined squirrelfish,Soldierfish,Holocentridae,Sargocentron tiere,Species,MI,SECONDARY,0.0234,3,33,1,1,17,I,Instantaneous
2287356,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,PSPA,Pseudanthias pascalus,Amethyst anthias,Anthias,Serranidae,Pseudanthias pascalus,Species,Pk,PLANKTIVORE,0.00959,3,17,1,30,8,N,Non-Instantaneous
2287357,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,MYBE,Myripristis berndti,Blotcheye soldierfish,Soldierfish,Holocentridae,Myripristis berndti,Species,Pk,PLANKTIVORE,0.02769,3.00336,33,0.92,2,18,I,Instantaneous
2287358,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CHUB,Kyphosus sp,,Chub,Kyphosidae,,Genus,H,PRIMARY,0.01285,3.15059,75,0.95,2,22,N,Non-Instantaneous
2287359,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,NEAR,Neocirrhites armatus,Flame hawkfish,Hawkfish,Cirrhitidae,Neocirrhites armatus,Species,MI,SECONDARY,0.0165,3.1253,9,1,7,4,I,Instantaneous
2287360,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,PAAR,Paracirrhites arcatus,Arc-eye hawkfish,Hawkfish,Cirrhitidae,Paracirrhites arcatus,Species,MI,SECONDARY,0.0165,3.1253,14,1,5,6,I,Instantaneous
2287361,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,FOLO,Forcipiger longirostris,Longnose butterflyfish,Butterflyfish,Chaetodontidae,Forcipiger longirostris,Species,MI,SECONDARY,0.0138,3,22,1,2,13,F,After 5 minutes
2287362,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CHPU,Chaetodon punctatofasciatus,Spotband butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon punctatofasciatus,Species,MI,SECONDARY,0.0296,2.9895,12,1,2,7,F,After 5 minutes
2287363,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,HEFA,Hemigymnus fasciatus,Barred thicklip,Wrasse,Labridae,Hemigymnus fasciatus,Species,MI,SECONDARY,0.0171,3,50,1,1,19,F,After 5 minutes
2287364,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CHOR,Chaetodon ornatissimus,Ornate butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon ornatissimus,Species,Cor,SECONDARY,0.0296,2.9895,20,1,1,11,T,After 10 minutes
2287365,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,SCOV,Scarus oviceps,Dark capped parrotfish,Parrotfish,Scaridae,Scarus oviceps,Species,H,PRIMARY,0.018,3,38,1,1,29,T,After 10 minutes
2287366,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,SEDU,Seriola dumerili,Greater amberjack,Jack,Carangidae,Seriola dumerili,Species,Pisc,PISCIVORE,0.0221,2.94,190,1,1,60,P,Presence
2287367,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,SPBA,Sphyraena barracuda,Great barracuda,Barracuda,Sphyraenidae,Sphyraena barracuda,Species,Pisc,PISCIVORE,0.00617,3.01095,200,0.89,1,75,P,Presence
2287368,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CHSO,Chlorurus sordidus,Daisy parrotfish,Parrotfish,Scaridae,Chlorurus sordidus,Species,H,PRIMARY,0.02431,2.96931,40,1,1,18,I,Instantaneous
2287369,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,NALI,Naso lituratus,Orangespine unicornfish,Surgeonfish,Acanthuridae,Naso lituratus,Species,H,PRIMARY,0.0085,3.25,46,0.97,2,26,N,Non-Instantaneous
2287370,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,4,10,I,Instantaneous
2287371,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,2,11,I,Instantaneous
2287372,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,3,9,I,Instantaneous
2287373,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CTSR,Ctenochaetus striatus,Striated surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus striatus,Species,H,PRIMARY,0.02313,3.06347,28,0.91,2,14,I,Instantaneous
2287374,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,XAME,Xanthichthys mento,Redtail triggerfish,Triggerfish,Balistidae,Xanthichthys mento,Species,Pk,PLANKTIVORE,0.0277,2.9321,30,1,1,15,I,Instantaneous
2287375,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,SUBU,Sufflamen bursa,Boomerang triggerfish,Triggerfish,Balistidae,Sufflamen bursa,Species,MI,SECONDARY,0.0216,3,28,1,1,13,I,Instantaneous
2287376,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,LUFU,Lutjanus fulvus,Blacktail snapper,Snapper,Lutjanidae,Lutjanus fulvus,Species,MI,SECONDARY,0.02106,2.97433,43,0.96,1,22,I,Instantaneous
2287377,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,PAIN,Parupeneus insularis,Twosaddle goatfish,Goatfish,Mullidae,Parupeneus insularis,Species,MI,SECONDARY,0.0135,3.0671,33,1,1,17,I,Instantaneous
2287378,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,APFU,Aphareus furca,Small toothed jobfish,Snapper,Lutjanidae,Aphareus furca,Species,Pisc,PISCIVORE,0.0105,3,70,1,2,22,I,Instantaneous
2287379,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,SCFO,Scarus forsteni,Forsten's parrotfish,Parrotfish,Scaridae,Scarus forsteni,Species,H,PRIMARY,0.01859,3.0455,55,1,1,13,I,Instantaneous
2287380,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,ZEFL,Zebrasoma flavescens,Yellow tang,Surgeonfish,Acanthuridae,Zebrasoma flavescens,Species,H,PRIMARY,0.0148,3.16,20,1,4,14,N,Non-Instantaneous
2287381,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,EPPO,Epinephelus polyphekadion,Camouflage grouper,Grouper,Serranidae,Epinephelus polyphekadion,Species,Pisc,PISCIVORE,0.00833,3.16576,75,1,1,35,I,Instantaneous
2287382,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CEFL,Centropyge flavissima,Lemonpeel angelfish,Angelfish,Pomacanthidae,Centropyge flavissima,Species,H,PRIMARY,0.0314,2.7995,14,1,4,5,I,Instantaneous
2287383,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,PAFO,Paracirrhites forsteri,Blackside hawkfish,Hawkfish,Cirrhitidae,Paracirrhites forsteri,Species,Pisc,PISCIVORE,0.0165,3.1253,23,1,2,11,I,Instantaneous
2287384,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CAME,Caranx melampygus,Bluefin trevally,Jack,Carangidae,Caranx melampygus,Species,Pisc,PISCIVORE,0.02866,2.974,117,0.89,2,26,F,After 5 minutes
2287385,112,HA1701,Pacific Remote Island Areas,Wake,WAK-517,19.275592,166.657759,Forereef,Deep,10552,22-APR-17,2017,TCW,1845964230,A,nSPC,-1,0,24,7.5,16,,11,1,,1,,,,,,,71,,AGR,Aggregate Reef,None,30,20,28,45,30,20,5,0,1.1,R,R,CHUL,Chaetodon ulietensis,Pacific double-saddlebutterflyfish,Butterflyfish,Chaetodontidae,Chaetodon ulietensis,Species,MI,SECONDARY,0.03114,2.87412,15,1,1,13,T,After 10 minutes
2287461,112,HA1701,Pacific Remote Island Areas,Wake,WAK-489,19.287882,166.657304,Forereef,Mid,10560,22-APR-17,2017,AEG,1845964233,A,nSPC,0,0,17,7.5,30,,5,3,,3,,,,,,,59,,AGR,Aggregate Reef,Slight,30,16.1,19.1,40,55,5,0,0,0.9,R,R,SCFO,Scarus forsteni,Forsten's parrotfish,Parrotfish,Scaridae,Scarus forsteni,Species,H,PRIMARY,0.01859,3.0455,55,1,1,42,I,Instantaneous
2287462,112,HA1701,Pacific Remote Island Areas,Wake,WAK-489,19.287882,166.657304,Forereef,Mid,10560,22-APR-17,2017,AEG,1845964233,A,nSPC,0,0,17,7.5,30,,5,3,,3,,,,,,,59,,AGR,Aggregate Reef,Slight,30,16.1,19.1,40,55,5,0,0,0.9,R,R,CHSO,Chlorurus sordidus,Daisy parrotfish,Parrotfish,Scaridae,Chlorurus sordidus,Species,H,PRIMARY,0.02431,2.96931,40,1,1,30,N,Non-Instantaneous
2287463,112,HA1701,Pacific Remote Island Areas,Wake,WAK-489,19.287882,166.657304,Forereef,Mid,10560,22-APR-17,2017,AEG,1845964233,A,nSPC,0,0,17,7.5,30,,5,3,,3,,,,,,,59,,AGR,Aggregate Reef,Slight,30,16.1,19.1,40,55,5,0,0,0.9,R,R,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,1,6,I,Instantaneous
2287464,112,HA1701,Pacific Remote Island Areas,Wake,WAK-489,19.287882,166.657304,Forereef,Mid,10560,22-APR-17,2017,AEG,1845964233,A,nSPC,0,0,17,7.5,30,,5,3,,3,,,,,,,59,,AGR,Aggregate Reef,Slight,30,16.1,19.1,40,55,5,0,0,0.9,R,R,MEVI,Melichthys vidua,Pinktail triggerfish,Triggerfish,Balistidae,Melichthys vidua,Species,H,PRIMARY,0.0058,3.554,34,1,1,19,I,Instantaneous
2287465,112,HA1701,Pacific Remote Island Areas,Wake,WAK-489,19.287882,166.657304,Forereef,Mid,10560,22-APR-17,2017,AEG,1845964233,A,nSPC,0,0,17,7.5,30,,5,3,,3,,,,,,,59,,AGR,Aggregate Reef,Slight,30,16.1,19.1,40,55,5,0,0,0.9,R,R,SUBU,Sufflamen bursa,Boomerang triggerfish,Triggerfish,Balistidae,Sufflamen bursa,Species,MI,SECONDARY,0.0216,3,28,1,1,17,I,Instantaneous
